"sale_date","product_unit_sales","discount_amount (Rs.)","mrp_amount (Rs.)","product"
"6/18/2017","1430","376546.85","2652900","shirt"
"5/28/2017","1113","176956.05","2006417","shirt"
"12/23/2017","3963","3263221.92","7834147","shirt"
"12/31/2017","1568","891431.79","3055782","shirt"
"6/22/2017","700","190814.43","1297080","shirt"
"7/1/2017","748","341730.3","1371582","shirt"
"2/26/2017","717","32431.71","1281613","shirt"
"9/21/2017","469","120488.6","870031","shirt"
"4/14/2017","1104","43605.98","1982346","shirt"
"9/6/2017","347","51508.47","639803","shirt"
"12/3/2017","895","104362.71","1629565","shirt"
"1/27/2017","931","438507.54","1859949","shirt"
"8/22/2017","308","18841.62","540502","shirt"
"5/17/2017","492","8864.92","897418","shirt"
"3/31/2017","572","80938.71","1030378","shirt"
"9/27/2017","591","180524.35","1101059","shirt"
"2/25/2017","634","24595.08","1107916","shirt"
"9/19/2017","392","106159.01","725408","shirt"
"12/6/2017","426","48627.91","778324","shirt"
"1/10/2017","733","215566.28","1439667","shirt"
"7/20/2017","578","356528.25","1099582","shirt"
"7/12/2017","438","184237.69","802912","shirt"
"5/23/2020","106","14400.57","195994","shirt"
"6/26/2020","195","48572.46","359505","shirt"
"7/1/2020","146","146387.47","273754","shirt"
"7/6/2020","154","46283.38","285946","shirt"
"7/16/2020","126","36579.32","236074","shirt"
"7/20/2020","106","36162.63","200294","shirt"
"8/19/2020","276","136927.7","525224","shirt"
"9/7/2020","296","198142.42","569104","shirt"
"9/11/2020","307","180608.62","582293","shirt"
"10/17/2020","792","339625.1","1513708","shirt"
"10/18/2020","1135","533190.7","2180865","shirt"
"11/13/2020","1481","597398.92","2868419","shirt"
"11/17/2020","487","205175.47","940113","shirt"
"11/20/2020","540","221898.12","1043660","shirt"
"11/23/2020","565","214346.04","1102635","shirt"
"12/8/2020","378","137520.97","743822","shirt"
"1/16/2021","570","260503.02","1117230","shirt"
"1/24/2021","996","650548.68","1930804","shirt"
"1/31/2021","811","403537.89","1564889","shirt"
"2/20/2021","590","252929.57","1140910","shirt"
"3/3/2021","367","179159.54","717633","shirt"
"3/27/2021","642","283416.54","1280058","shirt"
"3/28/2021","535","241671.04","1073765","shirt"
"4/12/2021","295","133015.76","594105","shirt"
"4/13/2021","397","173827.02","787803","shirt"
"4/21/2021","297","120743.53","593403","shirt"
"6/14/2021","226","87085.79","441974","shirt"
"7/13/2021","359","153819.78","712741","shirt"
"7/27/2021","596","409044.85","1164804","shirt"
"8/4/2021","665","455398.55","1291635","shirt"
"8/7/2021","744","476434.37","1450456","shirt"
"8/11/2021","749","480290.79","1467451","shirt"
"1/10/2024","448","164706.27","1170252","shirt"
"1/11/2024","494","162360.05","1300206","shirt"
"1/19/2024","515","188966.5","1355885","shirt"
"1/22/2024","440","134683.64","1150560","shirt"
"2/3/2024","897","264222.51","2379903","shirt"
"2/20/2024","499","183439.46","1315601","shirt"
"9/20/2021","365","204431.38","705135","shirt"
"9/26/2021","730","377839.07","1466870","shirt"
"10/21/2021","652","325189.68","1337148","shirt"
"11/3/2021","1917","815379.59","3955283","shirt"
"11/11/2021","562","247068.1","1167038","shirt"
"12/1/2021","508","194426.01","1035792","shirt"
"12/11/2021","882","291676.77","1804618","shirt"
"12/22/2021","638","283069.89","1311662","shirt"
"2/18/2022","612","266917.61","1268088","shirt"
"2/27/2022","952","455195.09","1980648","shirt"
"3/6/2022","1134","447400.32","2380966","shirt"
"3/11/2022","514","187879.55","1081186","shirt"
"3/13/2022","1043","395381.21","2199857","shirt"
"3/18/2022","367","146012.19","774033","shirt"
"4/5/2022","601","222586.88","1281899","shirt"
"4/14/2022","972","357789.59","2060428","shirt"
"5/5/2022","688","263527.34","1462612","shirt"
"5/16/2022","744","296141.92","1600556","shirt"
"5/22/2022","1105","352667.78","2400495","shirt"
"5/29/2022","1004","345182.2","2174896","shirt"
"6/2/2022","535","176441.05","1163665","shirt"
"6/3/2022","554","170913.76","1193946","shirt"
"6/26/2022","988","611191.16","2152212","shirt"
"4/2/2023","1245","979708.1","3224455","shirt"
"5/18/2023","478","175564","1207222","shirt"
"5/20/2023","745","253409.2","1903455","shirt"
"5/31/2023","476","173257.1","1202424","shirt"
"6/15/2023","1001","1022944.86","2503799","shirt"
"6/19/2023","950","959157.16","2389650","shirt"
"7/22/2023","555","471542.6","1418145","shirt"
"8/9/2023","295","170800.58","744305","shirt"
"8/23/2023","316","190610.36","820784","shirt"
"8/25/2023","329","197080.42","829271","shirt"
"9/7/2023","416","237346.05","1072284","shirt"
"11/9/2023","924","477864","2407174","shirt"
"11/13/2023","730","187319.39","1888470","shirt"
"11/19/2023","692","153947.09","1780908","shirt"
"11/29/2023","482","126841.71","1243618","shirt"
"3/2/2024","714","144177.23","1913286","shirt"
"3/25/2024","315","95755.64","840685","shirt"
"7/4/2019","674","381798.67","1321426","shirt"
"7/10/2019","568","384478.91","1111032","shirt"
"9/8/2019","1063","297400.11","2029337","shirt"
"8/4/2019","659","123896.54","1240441","shirt"
"8/23/2019","368","66576.34","691932","shirt"
"8/25/2019","741","138862.73","1394959","shirt"
"8/26/2019","317","63475.45","604083","shirt"
"10/18/2019","686","163586.39","1358714","shirt"
"11/3/2019","1044","249029.01","2033956","shirt"
"10/22/2019","898","231682.45","1776702","shirt"
"11/5/2019","459","23462.66","893841","shirt"
"9/30/2019","491","122298.75","960609","shirt"
"8/10/2022","661","374819.56","1405639","shirt"
"12/7/2022","803","202927.28","1938697","shirt"
"1/22/2023","1479","468343.07","3688121","shirt"
"11/30/2022","837","208399.94","1997463","shirt"
"2/15/2023","644","175364.09","1585656","shirt"
"11/21/2022","770","239168.1","1797030","shirt"
"2/22/2021","342","160707.42","660158","shirt"
"5/6/2019","659","273789.49","1288241","shirt"
"5/20/2019","532","231532.96","1042368","shirt"
"5/22/2019","570","216839.61","1125530","shirt"
"5/25/2019","959","388441.79","1874241","shirt"
"5/30/2019","615","308936.23","1181985","shirt"
"5/31/2019","616","254283.59","1194184","shirt"
"6/2/2019","1247","541588.08","2431353","shirt"
"6/21/2019","594","314830.28","1160806","shirt"
"1/4/2020","1226","875879.88","2437274","shirt"
"5/6/2021","40","19869.72","78760","shirt"
"5/29/2021","20","6029.33","35880","shirt"
"6/7/2021","65","26779.44","126235","shirt"
"6/2/2021","53","25403.95","104847","shirt"
"5/22/2020","50","8647.18","93650","shirt"
"6/3/2020","122","17866.43","229078","shirt"
"6/14/2020","178","39488.56","330822","shirt"
"6/16/2020","139","34318.49","262461","shirt"
"8/1/2020","253","105604.97","480147","shirt"
"9/3/2020","311","196026.19","592889","shirt"
"9/5/2020","448","281368.56","857952","shirt"
"9/13/2020","515","327546.3","981385","shirt"
"9/14/2020","263","150972.97","497437","shirt"
"9/17/2020","291","180237.1","558909","shirt"
"10/1/2020","369","212130.33","705931","shirt"
"12/5/2020","636","219065.84","1255664","shirt"
"1/6/2021","367","178939.43","720233","shirt"
"1/26/2021","1074","773914.52","2072526","shirt"
"4/19/2021","314","130395.36","627186","shirt"
"4/20/2021","271","105598.99","537129","shirt"
"4/27/2021","199","76248.35","386701","shirt"
"5/11/2021","35","13304.64","67965","shirt"
"7/14/2021","418","156471.92","813082","shirt"
"7/16/2021","391","144206.5","757109","shirt"
"12/22/2023","581","175446.9","1520919","shirt"
"12/30/2023","711","204847.53","1884089","shirt"
"1/6/2024","708","221779.21","1864492","shirt"
"2/4/2024","1130","326803.94","2971670","shirt"
"2/10/2024","981","214426.41","2610019","shirt"
"2/27/2024","452","102031.31","1202248","shirt"
"2/29/2024","536","119469.18","1428464","shirt"
"8/15/2021","1020","658858.69","1992080","shirt"
"8/18/2021","727","460946.77","1418473","shirt"
"9/29/2021","391","209861.05","790209","shirt"
"10/6/2021","610","305655.88","1263390","shirt"
"10/8/2021","720","367296.51","1499780","shirt"
"10/11/2021","838","498285","1690762","shirt"
"10/15/2021","1188","595545.79","2444412","shirt"
"10/26/2021","694","319268.75","1422506","shirt"
"1/2/2022","797","435176.78","1652803","shirt"
"2/2/2022","695","334659.52","1443905","shirt"
"2/9/2022","768","418064.05","1584832","shirt"
"2/16/2022","675","309136.78","1396825","shirt"
"2/20/2022","967","481735.46","2022333","shirt"
"2/22/2022","430","207031.27","892170","shirt"
"2/25/2022","478","219940.32","999422","shirt"
"4/20/2022","686","251800.49","1452914","shirt"
"5/23/2022","640","216426.91","1379160","shirt"
"5/24/2022","531","163878.15","1153269","shirt"
"6/13/2022","433","181784.91","944067","shirt"
"6/17/2022","559","287610.42","1224941","shirt"
"3/19/2023","1287","990870.62","3328413","shirt"
"4/12/2023","604","475492.5","1554196","shirt"
"4/17/2023","613","481679.09","1528087","shirt"
"5/12/2023","471","194128.57","1166829","shirt"
"5/13/2023","747","265506.39","1917653","shirt"
"6/13/2023","328","160267.09","827572","shirt"
"6/14/2023","387","211461.33","962813","shirt"
"8/15/2023","644","414256.24","1644356","shirt"
"8/26/2023","731","459064","1865769","shirt"
"9/2/2023","514","318995.97","1318886","shirt"
"9/14/2023","293","121063.33","750607","shirt"
"10/9/2023","234","71949.76","604866","shirt"
"10/10/2023","247","71625.34","630053","shirt"
"11/1/2023","439","130059.56","1128461","shirt"
"11/6/2023","510","162802.57","1320690","shirt"
"11/20/2023","590","130827.52","1513910","shirt"
"3/5/2024","426","85213.28","1128974","shirt"
"11/18/2022","736","215319.8","1720364","shirt"
"5/24/2021","17","7009.83","33683","shirt"
"8/4/2022","526","313437.08","1125974","shirt"
"5/9/2019","597","255134.37","1169103","shirt"
"9/11/2022","621","352588.33","1352979","shirt"
"1/17/2020","798","484785.2","1565002","shirt"
"6/7/2019","634","272930.06","1229566","shirt"
"1/14/2023","1384","539784.66","3425516","shirt"
"12/4/2022","1433","379400.49","3450267","shirt"
"8/27/2019","352","68521","662748","shirt"
"10/6/2019","1226","321349.93","2401274","shirt"
"12/11/2019","413","26207.72","799387","shirt"
"12/15/2019","600","74841.79","1149800","shirt"
"11/4/2019","396","22348.5","777204","shirt"
"10/14/2019","546","117955.21","1075154","shirt"
"11/11/2019","402","25879.85","780998","shirt"
"12/17/2019","359","191347.7","690941","shirt"
"9/24/2022","640","274010.72","1410660","shirt"
"1/2/2023","706","308682.87","1716294","shirt"
"12/2/2022","989","218374.84","2378411","shirt"
"2/21/2023","657","276502.27","1635043","shirt"
"1/25/2023","783","232224.38","1926217","shirt"
"2/20/2023","562","163788.88","1374538","shirt"
"1/17/2023","587","190758.6","1441313","shirt"
"2/9/2023","732","175326.84","1817568","shirt"
"1/10/2023","659","302291.26","1595541","shirt"
"1/5/2023","643","279115.64","1577557","shirt"
"5/16/2019","633","263337.39","1243467","shirt"
"5/17/2019","551","235564.11","1085449","shirt"
"1/12/2020","1951","1304873.49","3846049","shirt"
"10/7/2022","359","166305.68","798941","shirt"
"4/14/2019","1241","326895.52","2363959","shirt"
"5/27/2020","92","17201.96","170808","shirt"
"5/30/2020","154","21229.1","282746","shirt"
"6/8/2020","116","21839.37","215384","shirt"
"6/9/2020","133","22097.64","247467","shirt"
"6/10/2020","126","24430.11","234574","shirt"
"6/11/2020","173","36181.75","321227","shirt"
"7/7/2020","152","83391.95","286648","shirt"
"8/22/2020","398","194129.49","754602","shirt"
"8/24/2020","236","107826.73","438764","shirt"
"10/28/2020","513","205348.81","972887","shirt"
"10/30/2020","719","295499.81","1386481","shirt"
"11/8/2020","1627","693325.23","3152173","shirt"
"11/12/2020","1150","462215.05","2213050","shirt"
"12/7/2020","502","185368.31","989598","shirt"
"12/10/2020","459","170273.04","905241","shirt"
"12/21/2020","472","217299.81","931428","shirt"
"12/30/2020","593","281531.4","1165207","shirt"
"1/11/2021","478","237865.95","935972","shirt"
"2/4/2021","311","118510.94","599989","shirt"
"2/5/2021","349","149653.39","679251","shirt"
"2/28/2021","699","320608.23","1366401","shirt"
"3/2/2021","361","174046.74","705839","shirt"
"4/6/2021","220","101360.27","435980","shirt"
"6/12/2021","159","61869.36","307041","shirt"
"6/30/2021","414","188892.61","806786","shirt"
"7/17/2021","374","137220.73","727426","shirt"
"12/27/2023","410","136791.09","1079690","shirt"
"12/29/2023","495","122261.89","1312705","shirt"
"1/28/2024","935","278550.91","2463765","shirt"
"1/30/2024","535","179654.28","1414565","shirt"
"2/2/2024","540","141401.07","1428460","shirt"
"2/5/2024","446","124476.03","1185854","shirt"
"2/18/2024","931","194488.4","2475869","shirt"
"8/16/2021","739","482785.07","1446961","shirt"
"9/12/2021","755","426083.09","1466845","shirt"
"11/9/2021","720","335017.36","1473780","shirt"
"12/5/2021","1052","341969.85","2172548","shirt"
"12/25/2021","670","327763.85","1382530","shirt"
"1/19/2022","545","288465.29","1127855","shirt"
"2/19/2022","831","399710.9","1727469","shirt"
"2/23/2022","462","219270.17","966038","shirt"
"3/20/2022","966","394106.76","2038934","shirt"
"3/26/2022","831","316261.81","1763369","shirt"
"4/10/2022","1354","504148.02","2889946","shirt"
"4/26/2022","673","270632.97","1435227","shirt"
"4/30/2022","1145","533233.59","2441755","shirt"
"5/2/2022","894","328825.33","1912306","shirt"
"5/19/2022","632","221015.75","1370468","shirt"
"6/8/2022","868","305798.62","1889232","shirt"
"6/11/2022","799","301747.17","1745401","shirt"
"6/15/2022","498","212222.18","1080702","shirt"
"6/19/2022","1045","477788.46","2288455","shirt"
"6/25/2022","867","554182.54","1893933","shirt"
"3/6/2023","627","319830.26","1472273","shirt"
"3/12/2023","894","420883.38","2278606","shirt"
"3/26/2023","1016","816414.88","2646484","shirt"
"4/20/2023","817","636808.99","2078083","shirt"
"5/9/2023","513","158843.23","1270187","shirt"
"5/19/2023","521","181285.8","1334679","shirt"
"6/11/2023","708","341058.94","1780092","shirt"
"6/28/2023","780","774599.55","1986620","shirt"
"7/7/2023","790","747307.34","1961410","shirt"
"8/2/2023","338","245123.14","867962","shirt"
"8/4/2023","312","220861.17","790988","shirt"
"8/10/2023","247","146364.61","635153","shirt"
"10/12/2023","276","84835.35","705724","shirt"
"10/17/2023","396","124955.49","1020304","shirt"
"11/10/2023","946","356071.4","2462954","shirt"
"3/9/2024","686","183419.44","1826114","shirt"
"3/15/2024","374","101010","999926","shirt"
"3/27/2024","408","131736.31","1094092","shirt"
"4/2/2024","496","276326.64","1318504","shirt"
"8/5/2022","564","357376.11","1206736","shirt"
"8/6/2022","890","537262.9","1925110","shirt"
"10/25/2022","513","167643.4","1206687","shirt"
"6/26/2019","578","313684.76","1138022","shirt"
"12/14/2019","581","83608.53","1119819","shirt"
"12/5/2019","488","28586.22","947212","shirt"
"8/9/2019","323","66762.35","618677","shirt"
"11/29/2019","560","38270.22","1085340","shirt"
"11/18/2019","506","24629.91","984494","shirt"
"11/27/2019","446","22100.52","850954","shirt"
"12/21/2022","784","332791.66","1889516","shirt"
"12/9/2022","664","196406.54","1607936","shirt"
"12/14/2022","629","167630.01","1503071","shirt"
"11/16/2022","641","181211.37","1491859","shirt"
"5/27/2019","518","214739.22","1006582","shirt"
"9/15/2022","265","99364.14","576335","shirt"
"4/10/2019","561","189012.83","1045939","shirt"
"6/17/2021","264","112095.63","518136","shirt"
"5/14/2021","19","7899.87","38881","shirt"
"5/17/2020","39","2967.66","73161","shirt"
"6/15/2020","149","34815.07","280851","shirt"
"6/20/2020","219","67273.08","406181","shirt"
"6/22/2020","216","64945.63","415184","shirt"
"7/23/2020","193","90658.64","363407","shirt"
"7/27/2020","167","62395.87","313833","shirt"
"7/29/2020","192","72658.4","363608","shirt"
"8/6/2020","255","112170.23","480445","shirt"
"8/13/2020","286","146459.71","545514","shirt"
"9/8/2020","283","176145.1","541317","shirt"
"11/29/2020","805","302480.02","1565995","shirt"
"12/18/2020","444","169368.72","879556","shirt"
"1/8/2021","404","190713.33","782396","shirt"
"1/14/2021","480","236801.97","938220","shirt"
"1/25/2021","574","391914.24","1112726","shirt"
"1/30/2021","536","244936.78","1044164","shirt"
"2/1/2021","336","148442.33","654564","shirt"
"2/6/2021","590","262537.18","1149610","shirt"
"2/8/2021","394","189129.37","777106","shirt"
"2/10/2021","503","338645.85","952197","shirt"
"3/19/2021","362","158917.09","731138","shirt"
"3/23/2021","353","151980.39","704647","shirt"
"4/1/2021","278","115645.93","553522","shirt"
"4/15/2021","218","94042.46","428382","shirt"
"4/23/2021","215","86576.4","427985","shirt"
"4/24/2021","187","75079.99","365913","shirt"
"7/11/2021","493","231987.7","956507","shirt"
"8/10/2021","736","494372.33","1450064","shirt"
"12/16/2023","666","206302.85","1746534","shirt"
"12/26/2023","416","114598.31","1090984","shirt"
"12/28/2023","453","144983.39","1184047","shirt"
"1/1/2024","566","154584.57","1489234","shirt"
"2/15/2024","525","107924.58","1384975","shirt"
"8/22/2021","869","547834.65","1698731","shirt"
"9/1/2021","515","330586.77","998485","shirt"
"9/30/2021","478","261133.55","977122","shirt"
"10/1/2021","464","245930.04","935436","shirt"
"11/15/2021","515","169820.31","1059885","shirt"
"11/17/2021","621","224260.01","1278479","shirt"
"12/13/2021","489","187500.89","990511","shirt"
"12/30/2021","605","356014.78","1261595","shirt"
"1/4/2022","443","275770.6","915157","shirt"
"1/7/2022","433","217985.31","906067","shirt"
"1/8/2022","673","325066.86","1413127","shirt"
"1/17/2022","476","231399.02","999324","shirt"
"2/21/2022","401","176136.48","832899","shirt"
"4/1/2022","579","198112.8","1223221","shirt"
"4/12/2022","674","256670.02","1434326","shirt"
"5/7/2022","1046","394186.93","2251854","shirt"
"5/25/2022","532","169185.1","1137068","shirt"
"7/20/2022","523","350593.53","1117377","shirt"
"3/9/2023","579","186371.88","1441621","shirt"
"3/15/2023","390","167687.83","990210","shirt"
"4/30/2023","1049","405061.61","2584051","shirt"
"5/23/2023","493","334707.15","1227107","shirt"
"5/24/2023","475","235043.24","1193025","shirt"
"9/20/2023","201","39515.62","519199","shirt"
"10/13/2023","315","104897.77","817185","shirt"
"12/10/2023","883","204229.8","2297217","shirt"
"3/12/2024","377","89249.66","996123","shirt"
"6/25/2019","564","301885.77","1102036","shirt"
"9/15/2020","267","162736.33","512833","shirt"
"12/5/2022","736","189914.77","1769664","shirt"
"9/13/2019","419","104545.92","809581","shirt"
"8/11/2019","853","147417.96","1611347","shirt"
"8/13/2019","375","72287.2","706925","shirt"
"8/19/2019","283","47044.22","537817","shirt"
"12/1/2019","858","27450.28","1658542","shirt"
"12/8/2019","875","55257.99","1675225","shirt"
"12/27/2019","841","634371.49","1677159","shirt"
"12/23/2022","917","435944.55","2200683","shirt"
"12/19/2022","633","275226.6","1506067","shirt"
"11/22/2022","756","213543.92","1798544","shirt"
"11/14/2022","491","139577.66","1144309","shirt"
"1/13/2023","956","412124.59","2332844","shirt"
"4/8/2021","274","138962.05","546526","shirt"
"5/15/2019","631","273730.2","1243869","shirt"
"5/21/2019","530","193821.56","1047670","shirt"
"6/14/2019","1825","1460389.82","3600775","shirt"
"5/20/2021","13","4802.44","27487","shirt"
"4/21/2019","1080","282833.63","2092620","shirt"
"5/21/2021","23","7785.47","46677","shirt"
"5/18/2020","33","4974.83","60567","shirt"
"5/20/2020","54","11753.82","100746","shirt"
"5/26/2020","74","16998.27","135826","shirt"
"6/4/2020","139","26822.53","259661","shirt"
"8/17/2020","275","140127.57","518925","shirt"
"8/18/2020","279","138149.49","524121","shirt"
"8/21/2020","314","154064.95","590486","shirt"
"8/30/2020","336","190478.32","632064","shirt"
"11/5/2020","509","197409.23","981591","shirt"
"12/14/2020","263","90495.81","525437","shirt"
"12/15/2020","315","111282.54","606985","shirt"
"1/17/2021","717","336663.09","1379683","shirt"
"1/23/2021","946","635568.87","1835154","shirt"
"3/13/2021","671","300848.17","1342329","shirt"
"3/18/2021","295","123576.98","578705","shirt"
"4/9/2021","289","138822.97","572811","shirt"
"4/14/2021","343","145098.26","683957","shirt"
"5/1/2021","124","48719.44","239576","shirt"
"6/23/2021","320","123677.67","625080","shirt"
"6/25/2021","374","178947.41","732526","shirt"
"7/18/2021","438","155824.43","851062","shirt"
"7/28/2021","684","486453.99","1335616","shirt"
"8/9/2021","733","493680.22","1437367","shirt"
"8/14/2021","1326","846789.22","2571074","shirt"
"1/16/2024","464","151418.18","1215436","shirt"
"2/8/2024","542","166860.77","1426158","shirt"
"2/21/2024","445","91497.22","1176955","shirt"
"8/17/2021","631","386082.18","1228569","shirt"
"8/21/2021","902","590392.43","1764498","shirt"
"9/10/2021","595","328307.36","1156005","shirt"
"9/18/2021","660","359297.77","1274740","shirt"
"9/23/2021","362","210277.85","721338","shirt"
"11/5/2021","1087","481293.91","2241813","shirt"
"11/19/2021","829","308643.16","1693371","shirt"
"11/20/2021","786","265450.37","1617914","shirt"
"12/15/2021","526","221298.3","1064174","shirt"
"12/20/2021","517","278310.7","1061983","shirt"
"1/23/2022","574","326727.14","1213926","shirt"
"2/3/2022","649","322740.98","1344051","shirt"
"2/6/2022","1104","543954.2","2315596","shirt"
"2/17/2022","627","305716.24","1302273","shirt"
"2/26/2022","872","420980.18","1819528","shirt"
"3/8/2022","505","191325.24","1049195","shirt"
"3/12/2022","908","333612.93","1911492","shirt"
"3/16/2022","559","240952.47","1172341","shirt"
"3/25/2022","497","208649.78","1050603","shirt"
"5/6/2022","813","423383.6","1721787","shirt"
"5/21/2022","942","302415.45","2029858","shirt"
"6/14/2022","485","230930.88","1042715","shirt"
"7/3/2022","1342","915088.13","2896358","shirt"
"7/15/2022","490","310279.87","1054010","shirt"
"4/3/2023","541","453479.92","1389259","shirt"
"4/8/2023","1125","957158.47","2933775","shirt"
"4/9/2023","1245","1082589.82","3202255","shirt"
"4/16/2023","1208","893340.41","3107792","shirt"
"4/19/2023","635","480114.42","1623965","shirt"
"4/26/2023","532","219461.1","1307068","shirt"
"6/27/2023","866","853139.14","2187734","shirt"
"7/1/2023","1044","1062588.2","2652656","shirt"
"7/14/2023","787","782807.34","1988313","shirt"
"7/17/2023","415","366693.83","1036185","shirt"
"7/30/2023","765","566790.97","1931935","shirt"
"8/6/2023","623","446729.36","1596277","shirt"
"9/10/2023","654","348798.33","1698746","shirt"
"9/12/2023","255","131144.14","659645","shirt"
"9/30/2023","444","148767.54","1141557","shirt"
"10/1/2023","494","136654.94","1288906","shirt"
"10/20/2023","484","172568.15","1257216","shirt"
"11/22/2023","617","120807.64","1588183","shirt"
"11/24/2023","611","155884.09","1568889","shirt"
"11/25/2023","897","197035.02","2315403","shirt"
"11/26/2023","1044","241339.65","2720056","shirt"
"3/20/2024","353","100414.14","938147","shirt"
"4/5/2024","515","141728.6","1372985","shirt"
"9/1/2020","349","211981.03","660051","shirt"
"8/8/2022","584","365247.43","1266916","shirt"
"3/1/2020","968","338413.6","1849732","shirt"
"9/4/2019","453","117717.12","860147","shirt"
"7/30/2019","324","113362.38","613576","shirt"
"7/31/2019","377","127171.94","719523","shirt"
"8/3/2019","517","108549.53","986583","shirt"
"8/28/2019","420","76131.57","790380","shirt"
"10/24/2019","1232","317710.75","2421268","shirt"
"10/27/2019","1117","277276.81","2194283","shirt"
"11/17/2019","1056","35612.32","2059244","shirt"
"12/21/2019","2694","2276577.68","5433206","shirt"
"9/25/2019","373","91266.4","714727","shirt"
"12/19/2019","1695","1420576.64","3427505","shirt"
"8/21/2022","674","275996.4","1468926","shirt"
"12/6/2022","739","190425.04","1780361","shirt"
"12/8/2022","719","200407.4","1714381","shirt"
"12/31/2022","1135","506966.58","2762765","shirt"
"11/27/2022","1558","391927.45","3758942","shirt"
"1/8/2023","1518","689883.28","3731882","shirt"
"1/18/2023","654","220711.71","1628046","shirt"
"5/3/2019","637","271966.55","1230263","shirt"
"5/19/2019","1023","461123.32","2026077","shirt"
"6/10/2019","506","201717.47","980994","shirt"
"6/19/2019","1609","1271525.94","3154191","shirt"
"2/15/2020","753","280119.27","1430047","shirt"
"7/26/2019","447","269981.55","867253","shirt"
"5/25/2020","81","14419.85","152019","shirt"
"6/12/2020","141","34475.27","264659","shirt"
"6/27/2020","204","51013.38","382496","shirt"
"7/3/2020","159","55010.11","291441","shirt"
"10/12/2020","393","193725.17","764207","shirt"
"10/20/2020","492","217393.89","947308","shirt"
"11/1/2020","1122","470643.29","2154678","shirt"
"12/4/2020","509","196984.71","1008891","shirt"
"12/26/2020","726","379415.02","1420574","shirt"
"1/2/2021","567","268900.03","1116833","shirt"
"1/19/2021","408","215373.57","795092","shirt"
"1/27/2021","380","182307.65","741420","shirt"
"2/14/2021","832","353192.21","1614568","shirt"
"2/21/2021","617","288094.7","1192279","shirt"
"2/23/2021","364","168042.26","708036","shirt"
"3/9/2021","308","138601.06","615792","shirt"
"3/10/2021","330","161518.02","643570","shirt"
"3/20/2021","469","199183.78","938031","shirt"
"3/22/2021","330","133607.11","662570","shirt"
"4/17/2021","310","113431.56","621390","shirt"
"4/22/2021","231","89738.2","458169","shirt"
"4/29/2021","183","71950.13","358817","shirt"
"12/24/2023","1067","359626.84","2815033","shirt"
"1/3/2024","421","170677.16","1086079","shirt"
"1/12/2024","508","190701.66","1348892","shirt"
"1/13/2024","929","325943.59","2453071","shirt"
"1/27/2024","833","253722.27","2178567","shirt"
"9/2/2021","471","290618.78","913229","shirt"
"10/22/2021","688","334327.2","1411212","shirt"
"10/29/2021","951","464627.7","1958549","shirt"
"10/30/2021","1520","683634.73","3148180","shirt"
"11/6/2021","1197","526259.49","2469203","shirt"
"11/8/2021","679","302379.1","1389521","shirt"
"12/2/2021","565","213769.12","1162435","shirt"
"1/22/2022","701","354504.59","1463399","shirt"
"1/29/2022","780","392638.58","1629620","shirt"
"4/4/2022","756","286883.92","1624444","shirt"
"4/15/2022","1122","417256.42","2389678","shirt"
"4/27/2022","735","286825.15","1571265","shirt"
"5/27/2022","481","153203.62","1041919","shirt"
"6/20/2022","447","209359.92","971553","shirt"
"7/4/2022","524","318587.72","1134976","shirt"
"7/8/2022","532","299156.45","1149368","shirt"
"7/18/2022","488","344594.33","1044912","shirt"
"7/28/2022","486","293951.56","1043614","shirt"
"3/31/2023","594","491104.56","1539306","shirt"
"5/26/2023","396","164802.87","1005704","shirt"
"6/5/2023","496","307233.27","1236104","shirt"
"6/23/2023","925","890336.57","2355875","shirt"
"7/10/2023","593","586205.82","1486107","shirt"
"8/14/2023","435","290766.11","1094665","shirt"
"10/16/2023","373","120990.98","967827","shirt"
"10/19/2023","457","155230.47","1177843","shirt"
"10/24/2023","599","182135.99","1560201","shirt"
"10/30/2023","380","119918.41","982620","shirt"
"11/2/2023","422","133851.43","1094678","shirt"
"11/4/2023","902","278183.1","2345898","shirt"
"11/12/2023","690","223210.52","1801910","shirt"
"11/18/2023","854","167168.91","2203546","shirt"
"11/21/2023","538","107407.8","1387362","shirt"
"12/1/2023","509","94958.98","1333191","shirt"
"12/14/2023","439","91688.03","1143561","shirt"
"3/3/2024","873","363310.79","2321927","shirt"
"3/8/2024","559","270728.52","1478041","shirt"
"3/16/2024","629","175937.81","1692471","shirt"
"3/30/2024","660","209905.44","1763040","shirt"
"3/31/2024","966","295008.92","2575434","shirt"
"7/9/2019","584","428757.39","1152516","shirt"
"6/27/2019","656","368267.7","1273444","shirt"
"7/15/2019","538","407007.22","1061962","shirt"
"2/24/2023","579","178686.52","1437721","shirt"
"2/29/2020","682","240857.05","1300818","shirt"
"2/19/2020","493","201332.9","944807","shirt"
"9/14/2019","703","188400.83","1348297","shirt"
"9/5/2019","491","129376.47","938109","shirt"
"9/11/2019","423","117651.91","807477","shirt"
"8/21/2019","326","43930.56","623774","shirt"
"10/4/2019","599","148720.96","1172201","shirt"
"10/26/2019","2792","691707.57","5485408","shirt"
"12/20/2019","1390","1140160.14","2806410","shirt"
"12/24/2019","1490","1143618.41","3010510","shirt"
"9/28/2019","832","241161.88","1614468","shirt"
"11/2/2019","903","202612.94","1771797","shirt"
"12/30/2019","1097","853046.71","2197203","shirt"
"12/25/2022","1124","563347.12","2695276","shirt"
